coarse_id,coarse_name,tag,count,nll_mean,rmse_mean,mae_mean,cov90_mean
0,Other,all,134,-17.1895143024957,0.6534139891634122,0.6119751895207968,0.0
0,Other,ood,54,-17.20987277560764,0.6421013019755092,0.6056830985126672,0.0
0,Other,seen,80,-17.17577233314514,0.6609406015056184,0.6162223509512842,0.0
1,Protest,all,615,-16.98872947692871,1.8639460006773065,0.7494909034148465,0.0
1,Protest,ood,273,-17.045548477452318,1.651056520121617,0.7159606009012177,0.0
1,Protest,seen,342,-16.943373958966884,2.017827426387069,0.7762563203336202,0.0
