coarse_id,coarse_name,tag,count,nll_mean,rmse_mean,mae_mean,cov90_mean
0,Other,all,134,-17.043675579241853,0.37861423594889665,0.2947159813188795,0.0
0,Other,ood,54,-17.07183187979239,0.3935628068386333,0.3184693549518232,0.0
0,Other,seen,80,-17.02467007637024,0.368181005702738,0.2786824541166425,0.0
1,Protest,all,615,-16.87141674941148,1.8442164365985811,0.4635857084417731,0.0
1,Protest,ood,273,-16.924852252443195,1.6173115606424935,0.442679246648764,0.0
1,Protest,seen,342,-16.82876209348266,2.007014292180863,0.4802741998730347,0.0
